asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion,feat_tiene_links,feat_errores_gramaticales,feat_todo_mayusculas,feat_solicita_info_personal,feat_cuerpo_len,feat_num_exclam,feat_upper_ratio,feat_num_words_body
Confirma tu compra,Gracias por su compra. Puede revisar su pedido aquí: [enlace seguro],ham,compras@tiendaonline.com,0,0,0,0,SPAM,0,0,0,0,69,0,0.05555555555555555,11
GANE UN AUTO#NUEVO,Usted ha ganado un auto nue#o. Visite nuestra web para reclamarlo: [enlace sospechoso],spam,concursos@ganeauto.com,0,0,0,0,SPAM,0,0,0,0,86,0,0.028985507246376812,13
"Re: Tu solicitud ha sido aprobada;""Estimado cliente; su solicitud ha sido aprobada. Puede consultar más información aquí: [enlace seguro]"";ham;solicitudes@empresa.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Actualiza tus datos,Por favor actualice sus datos personales para poder seguir usando nuestros servicios. [enlace sospechoso],spam,soporte@actualizatusdatos.net,0,0,0,0,SPAM,0,0,0,0,105,0,0.011235955056179775,14
"Problemas con tu cuenta;""Hemos detectado un problema con su cuenta. Por favor; actualice sus datos: [enlace sospechoso]"";spam;soporte@cuentaproblematica.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu pedido está listo para ser recogido;""Estimado cliente; su pedido está listo para ser recogido en nuestra tienda."";ham;pedidos@misupermercado.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta limitada: ¡50% de descuento!,Aprovecha nuestra oferta limitada de 50% de descuento en todos nuestros productos. [enlace sospechoso],spam,ofertas@descuentosincreibles.net,0,0,0,0,SPAM,0,0,0,0,102,1,0.012048192771084338,14
"Re: Cambio de horario;""Estimado empleado; se informa cambio de horario a partir de la próxima semana."";ham;rrhh@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un viaje a las Bahamas!,¡Felicidades! Ha ganado un viaje a las Bahamas. Reclame su premio aquí: [enlace sospechoso],spam,concursos@viajesgratis.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.0821917808219178,14
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,ofertasincreibles@ganamillon.com,1,1,1,1,SPAM,1,1,1,1,93,2,0.09722222222222222,13
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@micompañia.com;True;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Actualiza tu contraseña;""Estimado usuario; por favor actualiza tu contraseña para mantener tu cuenta segura. [enlace seguro]"";ham;seguridad@gmail.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu cuenta ha sido comprometida;""Hemos detectado actividad sospechosa en tu cuenta. Por favor; verifica tu información aquí: [enlace sospechoso]"";spam;seguridadfalsa@gmail.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Exclusiva: ¡Viajes Gratis!,¡Viajes gratis a cualquier parte del mundo! Solo por tiempo limitado. [enlace sospechoso],spam,viajesgratis@ofertas.net,0,0,0,0,SPAM,0,0,0,0,90,2,0.0410958904109589,13
"Su suscripción a Netflix ha caducado;""Estimado cliente; su suscripción a Netflix ha caducado. Renueve su suscripción aquí: [enlace segu#o]"";ham;netflix@netflix.com;True;False;False;False;Spam",No#e,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
"¡Gana un auto nuevo!;""Felicidades; has ganado un auto nuevo. Reclame su premio aquí: [enlace sospechoso]"";spam;ganatuauto@correo.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
"Actualización de seguridad;""Estimado usuario; hemos mejorado nuestra seguridad. Lea más aquí: [enlace seguro]"";ham;seguridad@yahoo.com;True;False;False#False;Spam",Non#,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
Re: ¡Oferta irresistible!,¡Oferta irresistible! Productos a mitad de precio. [enlace sospechoso],spam,ofertasirresistibles@promociones.net,0,0,0,0,SPAM,0,0,0,0,71,2,0.05172413793103448,9
Tu paquete ha llegado,Su paquete ha llegado a la oficina de correos. Recójalo dentro de 48 horas.,ham,envios@correo.com,1,1,1,1,SPAM,1,1,1,1,76,0,0.05172413793103448,14
Re: ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,ofertasespeciales@ofertas.net,0,0,0,0,SPAM,0,0,0,0,93,2,0.09722222222222222,13
"Re: Tu pedido está listo para ser enviado;""Estimado cliente; su pedido está listo para ser enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@micompañia.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Atención! Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada debido a actividad sospechosa. Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@bloqueo.com,0,0,0,0,SPAM,0,0,0,0,112,1,0.03225806451612903,15
Re: ¡Oferta Increíble! ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,ofertasincreibles@ganamillon.com,0,0,0,0,SPAM,0,0,0,0,93,3,0.09722222222222222,13
Re: ¡Viajes Gratis!,¡Viajes gratis a cualquier parte del mundo! Solo por tiempo limitado. [enlace sospechoso],spam,viajesgratis@ofertas.net,0,0,0,0,SPAM,0,0,0,0,90,2,0.0410958904109589,13
"Re: ¡Gana un auto nuevo!;""Felicidades; has ganado un auto nuevo. Reclame su premio aquí: [enlace sospechoso]"";spam;ganatuauto@correo.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
Re: Tu paquete ha llegado,Su paquete ha llegado a la oficina de correos. Recójalo dentro de 48 horas.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,76,0,0.05172413793103448,14
Re: ¡Oferta irresistible!,¡Oferta irresistible! Productos a mitad de precio. [enlace sospechoso],spam,ofertasirresistibles@promociones.net,0,0,0,0,SPAM,0,0,0,0,71,2,0.05172413793103448,9
"Tu compra ha sido confirmada;""Estimado cliente; su compra ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"";ham;compras@micompañia.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: ¡Atención! Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada debido a actividad sospechosa. Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@bloqueo.com,0,0,0,0,SPAM,0,0,0,0,112,1,0.03225806451612903,15
"Re: Su suscripción a Netflix ha caducado;""Estimado cliente; su suscripción a Netflix ha caducado. Renueve su suscripción aquí: [enlace seguro]"";ham;netflix@netflix.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Actualiza tu contraseña;""Estimado usuario; por favor actualiza tu contraseña para mantener tu cuenta segura. [enlace seguro]"";ham;seguridad@gmail.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Actualización de seguridad;""Estimado usuario; hemos mejorado nuestra seguridad. Lea más aquí: [enlace seguro]"";ham;seguridad@yahoo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@micompañia.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu cuenta ha sido comprometida;""Hemos detectado actividad sospechosa en tu cuenta. Por favor; verifica tu información aquí: [enlace sospechoso]"";spam;seguridadfalsa@gmail.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu compra ha sido confirmada;""Estimado cliente; su compra ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"";ham;compras@micompañia.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu pedido está listo para ser enviado;""Estimado cliente; su pedido está listo para ser enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@micompañia.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta: Gana dinero fácil;""Gana dinero fácil desde casa; sin esfuerzo. Inscríbete aquí: [enlace sospechoso]"";spam;dinero@facil.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Oferta: Gana dinero fácil;""Gana dinero fácil desde casa; sin esfuerzo. Inscríbete aquí: [enlace sospechoso]"";spam;dinero@facil.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Oferta: Gana dinero fácil;""Gana dinero fácil desde casa; sin esfuerzo. Inscríbete aquí: [enlace sospechoso]"";spam;dinero@facil.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Oferta: Gana dinero fácil;""Gana dinero fácil desde casa; sin esfuerzo. Inscríbete aquí: [enlace sospechoso]"";spam;dinero@facil.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Oferta: Gana dinero fácil;""Gana dinero fácil desde casa; sin esfuerzo. Inscríbete aquí: [enlace sospechoso]"";spam;dinero@facil.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Tu paquete será entregado mañana,Su paquete será entregado mañana. Gracias por su compra.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,58,0,0.08695652173913043,9
Re: Tu paquete será entregado mañana,Su paquete será entregado mañana. Gracias por su compra.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,58,0,0.08695652173913043,9
Re: Tu paquete será entregado mañana,Su paquete será entregado mañana. Gracias por su compra.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,58,0,0.08695652173913043,9
Re: Tu paquete será entregado mañana,Su paquete será entregado mañana. Gracias por su compra.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,58,0,0.08695652173913043,9
Re: Tu paquete será entregado mañana,Su paquete será entregado mañana. Gracias por su compra.,ham,envios@correo.com,0,0,0,0,SPAM,0,0,0,0,58,0,0.08695652173913043,9
"Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; contacta con soporte técnico: [enlace seguro]"";ham;soporte@gmail.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; contacta con soporte técnico: [enlace seguro]"";ham;soporte@gmail.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; contacta con soporte técnico: [enlace seguro]"";ham;soporte@gmail.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; contacta con soporte técnico: [enlace seguro]"";ham;soporte@gmail.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; contacta con soporte técnico: [enlace seguro]"";ham;soporte@gmail.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.09722222222222222,13
"Re: Su pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"";ham;ventas@ejemplo.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu contraseña;""Estimado usuario; por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. [enlace legítimo]"";ham;seguridad@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Problemas con tu cuenta;""Hemos detectado actividad sospechosa en tu cuenta. Por favor; verifica tu información aquí: [enlace sospechoso]"";spam;seguridad_cuenta@spam.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
REBAJAS!!!,APROVECHA NUESTRAS GRANDES REBAJAS. ¡Ofertas limitadas! [enlace sospechoso],spam,ofertas@grandesrebajas.net,1,1,1,1,SPAM,1,1,1,1,76,4,0.515625,8
Tu paquete está #isto para enviar,Tu paquete está listo para enviar. Haz clic aquí para ver los detall#s: [enlace legítimo],ham,envios@yahoo.com,0,0,0,0,HAM,0,0,0,0,92,0,0.07142857142857142,15
"Notificación Importante;""Estimado cliente; le informamos sobre un cambio en nuestra política de privacidad. [enlace legítimo]"";ham;soporte@ejemplo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
GANE DINERO FACIL,Gane dinero fácil desde casa. ¡Inscríbase ahora! [enlace sospechoso],spam,ganardinero@facil.com,0,0,0,0,SPAM,0,0,0,0,71,1,0.08928571428571429,9
Compra tus re#alos ahora,No te pie#das nuestras ofertas en regalos de Navidad. [enlace legítimo],ham,ventas@navidad.com,0,0,0,0,SPAM,0,0,0,0,72,0,0.05263157894736842,11
Tu pedido ha sido actualizado,El estado de tu pedido ha sido actualizado. Haz clic aquí para más detalles: [enlace legítimo],ham,pedidos@ejemplo.com,1,1,1,1,HAM,1,1,1,1,97,0,0.06666666666666667,16
¡¡¡GRAN OFE#TA!!!,¡Aprovecha nuestr# gran oferta por tiempo limitado! [enlace sospechoso],spam,ofertas@superofertas.net,0,0,0,0,SPAM,0,0,0,0,72,4,0.03389830508474576,9
"Actualización de seguridad;""Por favor; actualiza tu información de seguridad para mantener tu cuenta segura. [enlace legítimo]"";ham;seguridad@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Problemas con tu cuenta bancaria,Hemos detectado actividad sospechosa en tu cuenta bancaria. Verifica tu información aquí: [enlace sospechoso],spam,seguridad_bancaria@spam.com,0,0,0,0,SPAM,0,0,0,0,111,0,0.043478260869565216,14
Oferta Limitada por 24 horas,Aprovecha nuestra oferta limitada solo por 24 horas.  [enlace sospechoso],spam,ofertas@24horas.net,0,0,0,0,SPAM,0,0,0,0,73,0,0.017241379310344827,10
Bienvenido a nuestro sitio web,Gracias por registrarte. Puedes acceder aquí: [enlace legítimo],ham,bienvenida@ejemplo.com,0,0,0,0,HAM,0,0,0,0,65,0,0.07692307692307693,8
Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada debido a actividad sospechosa.  [enlace sospechoso],spam,seguridad@bloqueado.net,0,0,0,0,SPAM,0,0,0,0,79,0,0.015384615384615385,11
Gana un auto nuevo,Participa en nuestro sorteo y gana un auto nuevo. [enlace sospechoso],spam,sorteos@autos.com,0,0,0,0,SPAM,0,0,0,0,69,0,0.017857142857142856,11
"Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;envios@gmail.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Oferta Flash!,¡Oferta flash por tiempo limitado! [enlace sospechoso],spam,ofertasflash@flash.com,0,0,0,0,SPAM,0,0,0,0,55,2,0.044444444444444446,7
Confirma tu correo electrónico,Por favor confirma tu correo electrónico haciendo clic aquí: [enlace legítimo],ham,confirmacion@ejemplo.com,0,0,0,0,HAM,0,0,0,0,81,0,0.06153846153846154,11
¡Gana un viaje a Hawai!,¡Participa en nuestro concurso y gana un viaje a Hawai! [enlace sospechoso],spam,concursos@hawaii.com,0,0,0,0,HAM,0,0,0,0,76,2,0.04918032786885246,12
Actualiza tu información,Por favor actualiza tu información de contacto. [enlace legítimo],ham,actualizacion@ejemplo.com,0,0,0,0,HAM,0,0,0,0,67,0,0.05555555555555555,9
Dinero fácil y rápido,Gana dinero fácil y rápido desde casa. [enlace sospechoso],spam,dinero@rapido.com,0,0,0,0,SPAM,0,0,0,0,60,0,0.06382978723404255,9
Tu contraseña ha expirado,Tu contraseña ha expirado. Restablecela aquí: [enlace legítimo],ham,seguridad@gmail.com,0,0,0,0,SPAM,0,0,0,0,66,0,0.09615384615384616,8
Increíble oportunidad de negocio,Descubre la increíble oportunidad de negocio que cambiará tu vida. [enlace sospechoso],spam,oportunidades@negocios.com,0,0,0,0,SPAM,0,0,0,0,88,0,0.041666666666666664,12
Gracias por tu compra,Gracias por tu compra. Tu pedido se enviará pronto. [enlace legítimo],ham,compras@ejemplo.com,0,0,0,0,HAM,0,0,0,0,71,0,0.07272727272727272,11
¡Oferta imperdible!,¡Oferta imperdible por tiempo limitado! [enlace sospechoso],spam,ofertas@imperdible.com,1,1,1,1,SPAM,1,1,1,1,60,2,0.04,7
Tu pedido está en camino,Tu pedido está en camino. Puedes rastrearlo aquí: [enlace legítimo],ham,envios@yahoo.com,0,0,0,0,HAM,0,0,0,0,70,0,0.09259259259259259,10
"Gane un millón de dolares;""Felicidades; ha ganado un millón de dólares.  [enlace sospechoso]"";spam;premios@millonario.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Recuerda tu cita,Recuerda tu cita médica para mañana a las 10:00 AM. [enlace legítimo],ham,citas@hospital.com,0,0,0,0,HAM,0,0,0,0,72,0,0.12,12
Nuevo mensaje,Tienes un nuevo mensaje. [enlace legítimo],ham,mensajes@gmail.com,0,0,0,0,HAM,0,0,0,0,43,0,0.058823529411764705,6
Aumenta tus ventas,Aumenta tus ventas con nuestra plataforma. [enlace sospechoso],spam,ventas@aumentar.com,0,0,0,0,SPAM,0,0,0,0,62,0,0.019230769230769232,8
¡Gran descuento!,¡Gran descuento en nuestros productos! [enlace sospechoso],spam,descuentos@grandes.com,0,0,0,0,HAM,0,0,0,0,59,2,0.04081632653061224,7
Tu reserva ha sido confirmada,Tu reserva ha sido confirmada.  [enlace legítimo],ham,reservas@hotel.com,0,0,0,0,HAM,0,0,0,0,50,0,0.05128205128205128,7
¡Última oportunidad!,¡Última oportunidad para aprovechar esta oferta! [enlace sospechoso],spam,ofertas@ultima.com,0,0,0,0,SPAM,0,0,0,0,70,2,0.034482758620689655,8
Tu suscripción ha sido renovada,Tu suscripción ha sido renovada exitosamente. [enlace legítimo],ham,suscripciones@ejemplo.com,0,0,0,0,HAM,0,0,0,0,65,0,0.05660377358490566,8
Problemas de inicio de sesión,Parece que tienes problemas para iniciar sesión. [enlace legítimo],ham,soporte@ejemplo.com,0,0,0,0,HAM,0,0,0,0,68,0,0.05454545454545454,9
Gana dinero fácil,Gana dinero fácil desde casa. ¡Inscríbete ahora! [enlace sospechoso],spam,ganardinero@facil.com,0,0,0,0,HAM,0,0,0,0,71,1,0.08928571428571429,9
Oferta Exclusiva para ti,Oferta exclusiva para ti. ¡No te la pierdas! [enlace sospechoso],spam,ofertas@exclusivas.com,0,0,0,0,SPAM,0,0,0,0,65,1,0.058823529411764705,10
Tu factura está lista,Tu factura está lista para descargar. [enlace legítimo],ham,facturas@ejemplo.com,1,1,1,1,HAM,1,1,1,1,57,0,0.06666666666666667,8
¡No te pierdas esta oferta!,¡No te pierdas esta increíble oferta! [enlace sospechoso],spam,ofertas@increibles.com,0,0,0,0,SPAM,0,0,0,0,59,2,0.06382978723404255,8
Información importante sobre tu cuenta,Información importante sobre tu cuenta. [enlace legítimo],ham,cuentas@ejemplo.com,0,0,0,0,HAM,0,0,0,0,59,0,0.0625,7
"Oferta Increíble: ¡Gana un millón de dólares!;""Felicidades; ha ganado un millón de dólares. Para reclamar su premio; por favor; proporcione sus datos bancarios."";spam;premiomillonario@ofertasespeciales.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace]."";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu contraseña ahora;""Estimado usuario; por razones de seguridad; actualiza tu contraseña haciendo click aquí: [enlace]."";spam;seguridad@actualiza.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Nuevo mensaje de Juan;""Hola; ¿cómo estás? Te quería contar..."";ham;juan.perez@gmail.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu cuenta ha sido bloqueada;""Tu cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla; ingresa a [enlace] y actualiza tu contraseña."";spam;seguridadcuenta@bloqueada.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita médica;""Estimado paciente; su cita médica está confirmada para mañana a las 10:00 AM."";ham;citasmedicas@hospital.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Exclusiva: ¡50% de descuento!,¡Aprovecha nuestra oferta exclusiva del 50% de descuento! Solo por tiempo limitado.,spam,ofertas@descuento.net,0,0,0,0,SPAM,0,0,0,0,84,2,0.04477611940298507,12
"Problemas con tu cuenta bancaria;""Hemos detectado actividad inusual en su cuenta bancaria. Por favor; verifique su información ingresando a [enlace]."";spam;seguridadbancaria@bancofalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Inv#tación a evento,Te invitamos a nuestro evento especial el próxi#o sábado. ¡No te lo pierdas!,ham,eventos@empresa.com,0,0,0,0,HAM,0,0,0,0,79,1,0.08196721311475409,13
